JAN,Type,商品名,国,産地,葡萄品種,生産年,容量 ml,希望小売価格,UMAP1,UMAP2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
4935919312981,Red,ペイ　ドック　ピノ　ノワール　キュヴェ　ド　ブリュ,フランス,ラングドック　ルション,ピノ　ノワール,2022,750.0,1700.0,2.4866421,4.6924896,2.642515082892865,-2.694383804369477,-0.5371887437776931,-2.1319668971372074,-1.2087248094528824,-0.8184726651968512,0.3871118671477746,0.09629258425202648
4935919314237,Red,マルベック　ラ　ヴィーニュ　ア　レオンス,フランス,シュッド　ウェスト,マルベック,2020,750.0,2000.0,2.5435948,5.002036,5.114977144175582,-3.649850018567546,2.6637585803996595,0.3038328509319155,0.6295615098525733,-3.2056599341610483,2.513740580325542,-1.0088356037829787
4935919314473,Red,フィトゥ,フランス,ラングドック　ルション,カリニャン、グルナッシュ、シラー,2021,750.0,1800.0,2.5580728,4.83881,2.343182115245246,-3.405053719299877,-0.903220531073797,-0.5947613283820951,0.1485217307536821,0.0657225875127799,0.5282631486692057,0.06962699651713211
4935919316262,Red,ヴァントゥー　レ　テール　ルージュ,フランス,コート　デュ　ローヌ,シラー、グルナッシュ、他,2021,750.0,2000.0,2.837309,5.427331,3.4343151191541517,-3.3156781269016626,-1.4904232173760799,0.3203368382417482,0.04281018313543769,0.8199387197019423,0.008562072264217704,-0.8047561808808131
4935919316392,Red,ヴァン　ド　ペイ　ド　メディテラネ　ルージュ　グルナッシュ,フランス,コート　デュ　ローヌ,グルナッシュ、他,2023,750.0,1700.0,2.757457,3.6425576,1.1515542388195799,-3.2597218546999134,-2.0696303316493365,-2.1290101778262436,0.49289199035787384,-1.5070138392200385,-0.47770024860450355,-0.8306568888968922
4935919318006,Red,ビュルル　エスク,フランス,コート　デュ　ローヌ,グルナッシュ、マルスラン、カラドック、シラー,2023,750.0,1700.0,3.1483188,5.113884,5.177613805886468,-1.8607193104559427,-0.5225058214421517,-0.41870788658264346,0.38614994024537136,-0.06871791758952692,-1.4919299036668474,-1.1678967469600692
4935919319140,White,ペイ　ドック　ソーヴィニヨン　ブラン,フランス,ラングドック　ルション,ソーヴィニヨン　ブラン,2022,750.0,1600.0,4.2600994,2.1619222,-8.063276001863708,-2.4572140220044445,-2.0752706973886403,-0.8380551634107934,0.6051165145183696,-0.26054106169983826,1.895472183357848,-0.015718562819307252
4935919319157,Red,ペイ　ドック　マルスラン　セパージュ　ウーブリエ　No.7,フランス,ラングドック　ルション,マルスラン,2023,750.0,1500.0,3.2469125,4.585213,1.4073644513516876,-2.8033228421891523,-0.5875144676451396,-2.567969767064445,-1.2910072696559753,1.7203245092854713,-0.06031648207227123,-1.2956933208744963
4935919319164,Red,ペイ　ドック　アリカンテ　ブーシェ　セパージュ　ウーブリエ　No.5,フランス,ラングドック　ルション,アリカンテ　ブーシェ,2022,750.0,1500.0,2.329401,3.9914074,0.8257410678196759,-3.393629264007755,1.4303128094969741,-3.09594357162447,0.18364366288556933,-1.0963787601936976,-0.73131714673822,-1.66590365020869
4935919319171,Red,ペイ　ドック　カベルネ　ソーヴィニヨン,フランス,ラングドック　ルション,カベルネ　ソーヴィニヨン,2022,750.0,1800.0,2.3673913,4.9671464,4.511301807214492,-2.3250005782092398,0.7943024076188104,-1.2933256128867334,-0.15968409605485906,-1.3678564678265577,0.43627778610767,-1.0038578026982294
